Tweet,Sentiment,Subjectivity,Date
schools closedmost offices closedcricket cancelledspeed awareness course see you saturday coronavirus,0,0,3/19/2020
banks pressure health care firms to raise prices on critical drugs medical supplies for coronavirus the intercept via,0,0.4,3/19/2020
i found the next racist outrage nhs official says muslim households are particularly vulnerable to coronavirus,-0.25,0.25,3/19/2020
saskatoon transit to suspend fares change bus boarding in response to covid via covid yxe coronavirus stoontransit sask sk yxecc,0,0,3/19/2020
the delaware general assembly is on hiatus as americans are asked to stay home to prevent the spread of coronavirus,0.05,0.5,3/19/2020
coronavirus and how its impacted my life really is just exacerbating my depression isnt it conviduk coronavirus,0.2,0.2,3/19/2020
bring dabbing back to prevent the spread of the coronavirus,0,0,3/19/2020
china reports no new coronavirus cases from wuhan for a second day bbg,-0.034090909,0.227272727,3/19/2020
airline while im on hold for over minutes im looking through customer service tweets hmmmmmm interesting coronavirus coronavirusupdate airlines airlinebailout airlinenews dontsayrefundupfront,0.5,0.5,3/19/2020
whats in the latest coronavirus stimulus plan for health carepros,0.5,0.9,3/19/2020
thank you for having ussunshine city my geecorona virus news cant even stop our shine dilimm sunshinecity goodbye corpersdiaryng corpersdiaryngnyscnewsupdate,0,0,3/19/2020
lindsey graham is reportedly trying to talk trump out of coronavirus relief checks for americanssouthcarolina this man is lying cheating scum that doesnt give a damn about youvote for a senator that will care about you,-0.3,0.4,3/19/2020
east bay restaurants open for takeout and delivery during the coronavirus shutdown eater sf,0,0.5,3/19/2020
anchorage daily news republican congressman downplays coronavirus as beer virus says pandemic caused by media hysteria,0,0,3/19/2020
coronavirus ilhan omar calls for lifting of sanctions on iran amid outbreak middle east eye,0,0,3/19/2020
muddled messages and missed opportunities of the past three monthstrump moved from dismissing the coronavirus as a few cases that would soon be under control to his revisionist announcement on monday that he had known all along that a pandemic,-0.225,0.175,3/19/2020
trump says cruise ships will be made available as floating coronavirus hospitals live the guardian,0.268181818,0.45,3/19/2020
organizers said strict confinement measures imposed by the french government to tackle novel coronavirus had made it impossible to continue with preparations,-0.333333333,0.5,3/19/2020
i am unironically starting to think ive been hit by the coronavirus i showing quite a bit of symptoms including the covid exclusive ones other fact is that i already got the flu back in winter so i doubt got two colds in one season,-0.041666667,0.158333333,3/19/2020
i seen a meme the other day on facebook and it was something along the lines of how long is it going to be before sam smith makes this coronavirus about them got this weeks lottery numbers,-0.0875,0.3875,3/19/2020
some advice from italy coronavirus,0,0,3/19/2020
shortages of face masks swabs and basic supplies pose a new challenge to coronavirus testing,0.068181818,0.289772727,3/19/2020
yearold ca man dead of coronavirus recently visited disney world via,-0.1,0.325,3/19/2020
donald trump on coronavirus we are going to defeat the invisible enemy i think we are going to do it even faster than we thought and itll be a complete victory itll be a total victorycdc health workers use homemade masks eg bandana scarf as a last resort,0.033333333,0.405555556,3/19/2020
chinese regime ramps up global propaganda on coronavirus pandemic a february opinion article by staterun global times claimed that so far even the scientific world has no conclusion where the virus came from via,0,0.22,3/19/2020
new five more covid coronavirus cases reported in clark county now,0.318181818,0.477272727,3/19/2020
in addition to that the coronavirus could be seen as a direct result of mismanagement on the chinese governments side this literally happened before with the other sars virus and apparently they have not learned n,0.00625,0.28125,3/19/2020
arkansas update we have over coronavirus cases tornados and floods coronavirusupdate coronavirus coronaviruspandemic arkansas gods dead,-0.2,0.4,3/19/2020
white house president trump and french president macron spoke about latest developments on amp efforts to combat coronavirus agreed to continue close cooperation on resolving the pandemic and minimizing its economic impact in coordination with g amp other international partners,0.095833333,0.245833333,3/19/2020
dr fauci says once infected you wont be able to get infected again by this specific corona virus no matter if these trials go good he said it still will be a year to year and a half before a nation wide vaccine would be available they have to test the long term effects first,0.191666667,0.38125,3/19/2020
slips chinese propaganda into coronavirus coverage,-0.05,0.05,3/19/2020
senator dumped up to million of stock after reassuring public about coronavirus preparedness,0,0.066666667,3/19/2020
five things to help stop the spread of coronavirus,0,0,3/19/2020
check the daily podcast drosten charitevirology on coronavirus covid chloroquine use of facemasks and diagnosis in german,0,0,3/19/2020
new youtube video covid coronavirusupdate coronavirus rant quarantine link,0.136363636,0.454545455,3/19/2020
trumpaminstrationdysfunction rt so to review republican senator richard burr warned only his rich constituents about the severity of coronavirus then sold m in stocks right before the market nosedived all while falling in line behind trump a new low,0.066179654,0.623376623,3/19/2020
second dog in hong kong tests positive for coronavirus,0.113636364,0.272727273,3/19/2020
stay healthy total health care thc coronavirusmadrid coronavirusmemesarenotfunny coronavrus coronavirusturkey coronavirusrd coronavirusenvenezuela coronaviruschile coronavirs,0.25,0.625,3/19/2020
optimism we can make things better its not too late but we have to be willing to act and offer a strategy for beating the coronavirus pandemic,0.15,0.616666667,3/19/2020
corona virus edition ill start it off im stuck in da houseim stuck in da houseim stuck in da housenow you wild out mimi my daughterim boredim boredim borednow you wild out play along and keep it going its all in fun nickcannon wildnout,-1.39E-17,0.5,3/19/2020
coronavirus just met its worst nightmare,-1,1,3/19/2020
there needs to be a test to find out if youve had covid so many people could be walking around not knowing theyve already had it coronavirus,0.5,0.5,3/19/2020
rudy gobertkevin durantdonovan mitchell marcus smart i wonder whos the th monstar coronavirus,0.214285714,0.642857143,3/19/2020
give supercilious an hapless overgrown posh schoolboy a grown up job amp what do you expect hes clearly enjoying the coronavirus crisis milking it like silly so as to patronisingly look down his nose at those plebs out there he is deigning to put right,-0.093968254,0.659920635,3/19/2020
the kent mumoffour running a food bank during the coronavirus outbreak,0,0,3/19/2020
bill de blasio slams trump for inexplicable coronavirus response,-0.6,0.9,3/19/2020
everytime i see hear or read coronavirus it always come out in cardi b voice,0,0,3/19/2020
